	english	sinhala	Similarity score	Alignment score
1023	Create a new archive	නව සංරක්‍ෂණයක් නිර්මාණය කරන්න	0.45503114113778687	0.707143
95	GPG support for Thunderbird	තන්ඩර්බර්ඩ් සඳහා GPG සහය	0.45466639205896014	0.545714
921	Tasks with Attachments	ඇමුණුම් සහිත පණිවිඩ	0.45437114897886227	0.46087
34	the king of clubs	කලාබර කිංග්	0.4542915015687929	0.388889
372	Google Talk	ගූගල් Talk	0.45419017563391484	1.0
1372	Open Location	පිහිටුම විවෘත කරන්න	0.4541861035025683	0.85
802	Show preview pane	පූර්‍වදසුන් පුවරුව පෙන්වන්න	0.4541480616481178	0.736111
756	Untitled	නිර්ණාමික	0.4540282001503036	1.0
952	C_urrent View	දැනට ඇති දසුන (_u)	0.45374522166851594	0.453008
86	Ubuntu restricted extras	උබුන්ටු සීමිත අතිරේක	0.4536660195079143	0.669524
516	Video call	විදෘශ්‍ය ඇමතුම	0.453395038704589	0.427273
219	^Try Ubuntu Netbook without installing	ස්ථාපනයෙන් තොරව උබුන්ටු නෙට්බුක් අත්හදා බලන්න (_T)	0.4533326971092833	0.455505
366	Authentication failed	සහතික කිරීම අසමත්විය	0.45330992816962057	0.555195
481	Incoming voice call	ලැබෙන ශ්‍රව්‍ය ඇමතුම	0.4532713374077677	0.367857
1312	Current line	දැනට ඇති පේළිය	0.4532551863184132	0.474359
640	Unable to open address book	ලිපින පොත විවෘත කිරීමට නොහැක	0.4532069587155388	0.579433
14	Bristol	බ්‍රිස්ටල්	0.45318046335839746	1.0
1357	Saturation:	සන්තෘප්තිය:	0.45315777066993784	1.0
931	Refresh the folder	බහලුම නැවුම් කරන්න	0.45314838322617634	0.368421
539	"Checking integrity of ""%s"""	"""%s"" හි සම්පූර්ණත්වය පරීක්ෂා කරමින්"	0.45310410010083463	0.805556
73	ACE compression/uncompression tool	ACE සම්පීඩන/අසම්පීඩන මෙවලම	0.4530409460774728	0.81746
1204	Failed to load TIFF image	TIFF පිළිඹිබුව පූරණය අසමත් විය	0.4530333351178657	0.408189
301	Search for a keyword	මුල පදයක් සොයන්න	0.45299386428149474	0.372549
360	The selected file is empty	තෝරාගත් ගොනුව හිස්ය:	0.45299136020957315	0.592593
584	Choose a folder	බහාලුමක් තෝරන්න	0.4529190190317634	0.4375
216	^Try Edubuntu without installing	ස්ථාපනයෙන් තොරව එඩියුබුන්ටු අත්හදා බලන්න (_T)	0.4528420114242212	0.305665
669	Company Phone	සේවාස්ථානයේ දුරකථනය	0.45280670187035005	0.514286
220	^Try Kubuntu Netbook without installing	ස්ථාපනයෙන් තොරව කුබුන්ටු නෙට්බුක් අත්හදා බලන්න (_T)	0.45280491434922376	0.631731
482	Outgoing voice call	යැවෙන ශ්‍රව්‍ය ඇමතුම	0.4527980695573216	0.367857
537	File transfer completed	ගොනු හුවමාරුව සම්පූර්ණයි	0.45271757036149074	1.0
217	^Try Xubuntu without installing	ස්ථාපනයෙන් තොරව එක්ස්උබුන්ටු අත්හදා බලන්න (_T)	0.452533443790137	0.572806
225	Install a server	සර්වරයක් ස්ථාපනය කරන්න	0.4524971596331726	0.430946
145	Upgraded system	උසස් කෙරූ පද්ධතිය	0.4523854992313788	0.861111
1162	Fatal error reading PNG image file	PNG පිළිඹිබු ගොනුව තුළ තීරනාත්මක දෝෂයක් ඇත	0.4522902201201623	0.41196
1180	RAS image has bogus header data	RAS පිළිඹිබු සතුව ව්‍යාජ ශිර්ෂක දත්ත ඇත	0.4522761635379719	0.78125
683	Contact List:	සම්බන්ධතා ලැයිස්තුව	0.45201018740435017	0.464286
1020	Add files to the archive	සංරක්‍ෂණයට ගොනු එක්කරන්න	0.4517440829260837	0.48
1233	Enable Search Highlighting	සෙවීම් උද්දීපනය සක්‍රීය කරන්න	0.45162734845506614	0.374074
855	an unknown sender	නොදන්නා යවන්නේක්	0.451611656306554	0.486928
160	check box	සලකුණු කොටුව	0.45158974995812634	0.530769
662	Delete selected contacts	තෝරාගත් සබැඳි මකන්න	0.45157904547235483	0.71
888	Send & Receive Mail	එන සහ යන තැපැල්	0.45156985270832056	0.78125
577	Browse and rotate images	පිළිඹිබු ගවේශනය කිරීම සහ කරකැවීම	0.4515514743616951	0.647879
1192	TGA image has invalid dimensions	TAG පිළිඹිබු සතුව සාවද්‍ය මාන ඇත	0.4513992400751989	0.333333
1126	Bad code encountered	සාවද්‍ය කේතයක් හදුනා ගන්නා ලදි	0.4513308167009906	0.542243
690	location of appointment	හමුවීමේ ස්තානය	0.4513000261694065	0.454167
654	The contact data is invalid:	සම්බන්ධක දත්ත වලංගු නොවේ:	0.451265353192502	0.452918
407	Select Your Avatar Image	ඔබගේ මූර්ති පින්තූරය තෝරන්න	0.45123049801212867	1.0
477	Contact connected	සබඳතාව සම්බන්ධවිය	0.4511366052305238	1.0
1047	Brazilian Real	බ්‍රසීලයානු රියාල්	0.45109880943709346	0.649123
181	embedded component	කාවැද්දූ සංරචකය	0.45106626571674374	0.518092
112	Invalid problem report	අවලංගු ගැටලුවක් වාර්තාවිනි	0.45105360178156984	0.696457
248	Draw using tool	මෙවලමක් ආධාරයෙන් අඳින්න	0.4508556611249716	0.697917
572	Move the selected item on the toolbar	තෝරාගත් අයිතමය මෙවලම් පවරුව වෙත ගෙන යන්න	0.450763586309015	0.367137
824	Traditional	සම්ප්‍රදායිකChinese, Simplified	0.45050600304325594	0.828125
872	All active remote folders	සියළු සක්‍රීය දුරස්ථ බහලුම්	0.45050376686713894	0.480769
409	Click to enlarge	විශාලනය කිරීමට ක්ලික් කරන්න	0.45041860815921053	0.378151
923	Compose a new mail message	නව තැපැල් පණිවිඩයක් සකසන්නNew	0.45037069614012015	0.962963
32	the jack of clubs	කලාබර ජැක්	0.45035910901636184	0.439394
1381	C_olumns:	තීරු (_o):	0.45030852382701525	0.772727
182	entry	පිවිසුම	0.450149616245207	1.0
554	Behavior	හැසිරීම	0.45000260187917857	1.0
970	_Indicate new messages in the panel	_නව පණිවිඩ පුවරුවේ දක්වන්න	0.44994144062265135	0.467593
625	Delete the temporary file	තාවකාලික ගොනුව මකන්න	0.4498148085349619	0.612637
215	^Try Kubuntu without installing	ස්ථාපනයෙන් තොරව කුබුන්ටු අත්හදා බලන්න (_T)	0.44977976783086815	0.549055
501	Incoming call from %s	%s ගෙන් ලැබෙන ඇමතුම	0.449734815877352	0.497727
614	Not a launchable item	දියත් කල හැකි අයිතමයක් නොවේ	0.44957379630109956	0.590909
886	Enter password.	රහස්පදය ඇතුළත් කරන්න.	0.44940019450090474	0.471591
1070	Angle	කෝණය	0.44937101133348945	1.0
1055	Russian Rouble	රුසියානු රෝබල්	0.44933094695018594	0.433333
1340	Add w_ord	වචන එක් කරන්න (_o)	0.4492527309842461	0.431579
686	Job Title	රැකියා තනතුර	0.44901815520463584	0.469231
1262	Show the previous page	මීට පෙර පිටුව පෙන්වන්න	0.448999810787997	0.826087
770	Free/Busy information	නිදහස්/කාර්‍යය බහුල තොරතුරු	0.4489680655428524	0.910714
141	Remove the given packages	දී ඇති පැකේජයන් අස්ථාපනය කරන්න	0.44890315648440127	0.318238
186	Invalid host name	host නාමය වැරදියි	0.44886883451085063	0.361111
940	All Account Search	සියළුම ගිණුම් සෙවීම	0.44877786219162663	0.614474
793	Close the current file	දැනට භාවිතාවන ගොනුව වසන්න	0.4487683906703548	0.797659
29	Unknown color	නොදන්නා වර්‍ණය	0.44871859624448934	0.447619
758	Click to add a task	කාර්‍යයක් එක් කිරිමට ක්ලික් කරන්න	0.44855355317351303	0.683824
682	Home Email	නිවසේ විද්‍යුත් තැපෑල	0.44851864065351404	0.772727
904	New _Appointment...	නව සම්මුතීන්... (_A)	0.4484509826665784	0.880952
1052	Hungarian Forint	හන්ගේරියන් ෆොරින්ට්	0.4484229204757872	1.0
469	Missed calls	මඟහැරුණු ඇමතුම්	0.4481112263851582	1.0
332	Enable popup notifications for new messages	නව පණිවිඩ සඳහා උත්පතන දැන්වීම් සක්‍රිය කරන්න	0.44809837136231095	0.596717
368	Certificate self-signed	තමන්ම අත්සන්කල සහතිකය	0.4480837685334495	0.863636
286	Height of assistant window	සහකාරක වින්ඩෝවේ උස	0.4479511508582232	0.369396
214	^Try Ubuntu without installing	ස්ථාපනයෙන් තොරව උබුන්ටු අත්හදා බලන්න (_T)	0.44785945452696435	0.845238
1161	Insufficient memory to load PNG file	PNG ගොනුව පූරණයට මතකය ප්‍රමාණවත් නැත	0.44785714163598156	0.581081
836	Save Current View	දැනට ඇති දසුන සුරකින්න	0.4477982264816846	0.330918
56	the king of hearts	හාර්ත කිංග්	0.44776901721059	0.434211
818	_Available Categories:	භාවිතයට ඇති ප්‍රභේද (_A):	0.4476027857400317	0.354515
1201	Insufficient memory to open TIFF file	TIFF ගොනුව විවෘත කිරීමට මතකය ප්‍රමාණවත් නැත	0.4474677063514064	0.835526
542	Chat Room	සල්ලාප මණ්ඩපය	0.44745922096084284	0.5
1095	Failed to open temporary file	තාවකාලික ගොනුව විවෘත කිරීම අසමත්විය	0.44745050415993587	0.416667
480	Disconnected from server	සේවාදායකයෙන් විසන්ධි විය	0.44738184486399907	0.52
342	Nick completed character	අන්වර්ථ නාම සම්පූර්ණ කල අනුලකුණ	0.44722083242921873	0.5875
9	Send error reports to Canonical	කැනෝනිකල් වෙත දෝෂ වාර්තා යවන්න	0.4471686169084092	0.841734
947	Searches	සෙවීම්	0.4470115835873013	1.0
1206	Failed to write TIFF data	TIFF වෙත දත්ත ලිවීම අසමත් විය	0.44688439079545683	0.59359
576	Image Viewer	ප්‍රතිබිම්භ දර්ශකය	0.44683666091321705	0.453441
218	^Try Ubuntu MID without installing	ස්ථාපනයෙන් තොරව උබුන්ටු MID අත්හදා බලන්න (_T)	0.4464649558307147	0.395031
288	X position of assistant window	සහකාරක වින්ඩෝවේ X කන්දාංක	0.4463329946379762	0.366625
354	The other participant canceled the file transfer	අනිත් සහභාගිකයින් ගොනු හුවමාරුව අවලංගු කරන ලදි	0.446283464521191	0.520625
1231	Restore Previous Cursor Position	කර්සරයේ පෙර ස්ථානය යලි පිහිටුවන්න	0.4462476312016298	0.463012
1182	unsupported RAS image variation	සහාය නොදක්වන RAS පිළිඹිබු විචලනය	0.4461382477243134	0.431818
511	Can't establish audio stream	ශ්‍රව්‍ය දහරක් ගොඩනැගීමට නොහැක	0.4457255515865502	0.666296
1102	Image format unknown	පිළිඹිබු සංයුතිය නොදනි	0.44566715661654827	0.65942
453	Select	තෝරන්න	0.4455754186888792	1.0
1369	Select	තෝරාගන්න	0.4455754186888792	1.0
713	Appointment	සම්මුතිය	0.4455630137066814	1.0
26	Undo the last move	අවසාන ගෙනයාම අහෝසි කරන්න	0.44544671850015166	0.523158
234	^Boot from first hard disk	පළමු දෘඩ තැටියෙන් අරඹන්න (_B)	0.44508818907927034	0.388889
252	Output version information and exit	ප්‍රතිදාන අනුවාදයේ තොරතුරු සහ පිටවීම	0.4450306820927004	0.835961
1280	Undo the last action	අවසාන ක්‍රියාව අහොසි කරන්න	0.44473385828972206	0.563492
1012	Add files to an archive	සංරක්‍ෂණය සඳහා ගොනු ඇතුලත් කරන්නDate Modified	0.44469369749654514	0.45471
953	Current view is a customized view	දැනට ඇති දසුන රිසිකළ දසුනකි	0.4445758669427962	0.692227
52	the nine of hearts	හාර්ත නවය	0.4444364644960102	0.384211
991	C_reate	නිර්මාණය කරන්න (_r)	0.4443451070222732	0.625
311	Connection managers should be used	සම්බන්ධතා කළමනාකරුවන් භාවිතා කල යුතුයි	0.44426434665907694	0.918681
1178	Insufficient memory to load PNM file	PNM පිළිඹිබුව පූරණයට මතකය ප්‍රමාණවත් නැත	0.4438939485219287	0.568227
1266	Zoom the page in	පිටුව විශාල කරන්න	0.44385007284954725	0.911765
104	Translator	පරිවර්ථකය	0.4436602048543901	1.0
571	No match found	ගැලපුමක් හමු නොවුණි	0.44358600272086895	0.725
1169	PNM file has an image width of 0	PNM ගොනුවෙහි පිළිඹිබු පළල ශුන්‍ය වේ	0.4435816468619002	0.532828
1213	Insufficient memory to load XBM image file	XBM පිළිඹිබු ගොනුව පූරණයට මතකය ප්‍රමාණවත් නැත	0.4434176424214449	0.484075
249	Online Accounts	මාර්ගගත ගිණුම්	0.4433214646552254	0.547917
440	Connected	සම්බන්ධවිය	0.4433047306512047	1.0
1343	Available formats	භවිතයට ඇති සංයුති	0.4432892358844543	0.416667
954	Expires	කල් ඉකුතුව	0.44324948389259017	0.818182
467	Incoming calls	එන ඇමතුම්	0.4432067682111212	0.55
1281	Redo the last undone action	අවසාන අහෝසි කළ ක්‍රියාව නැවත කරන්න	0.4430973783710995	0.564286
1054	Latvian Lats	ලැට්වියන් ලැට්ස්	0.4429755575198131	0.60181
1010	Could not rename the folder	බහලුමේ නම වෙනස් කළ නොහැකි විය	0.44293730078166477	0.429762
519	Manage Favorite Rooms	ප්‍රියතම කාමර කළමනාකරණය කරන්න	0.4429189718790747	0.354545
274	X position of main window	ප්‍රධාන වින්ඩෝවේ X කන්දාංක	0.4427828079406625	0.698006
835	popup a child	අපරයක් උත්පතනය කරන්නtoggle	0.4427419214566719	0.362434
956	By _Company	ආයතනය මඟින් (_C)	0.4426229733851164	0.522059
1177	Unexpected end of PNM image data	PNM පිළිඹිබු ගොනුවේ බලාපොරොත්තු නොවු	0.44236993046746576	0.65602
267	Developer's Help program	දියුණු කරන්නන්ගේ උපකාරක වැඩසටහන	0.4422199971845989	0.890625
675	Title	සිරස්තලය	0.44217331092458256	1.0
174	scroll bar	රෝල් තීරුව	0.44211675915787146	0.454545
276	Y position of main window	ප්‍රධාන වින්ඩෝවේ Y කන්දාංක	0.4420705191652492	0.376781
1292	Save all open files	විවෘතව ඇති ගොනු සියල්ල සුරකින්න	0.44204852291421487	0.671875
460	Channels:	නාලිකාවන්:	0.4420014644342772	1.0
268	Main window maximized state	ප්‍රධාන වින්ඩෝව පුලුල්තිර අවස්ථාවේ..	0.44186786583722043	0.484073
933	Cancel the current mail operation	දැනට ඇති තැපැල් මෙහෙයුම අහොසි කරන්න	0.4417947924220255	0.603758
84	RAR compression/uncompression tool	RAR සම්පීඩන/අසම්පීඩන මෙවලම	0.44177862595052636	0.81746
72	7zip compression/uncompression tool	7zip සම්පීඩන/අසම්පීඩන මෙවලම	0.4415372364693994	0.823413
1080	Do not show progress information	අභිවෘද්ධි තොරතුරු නොපෙන්වන්න	0.4412802063003289	0.585162
417	Error sending message: %s	පණිවුඩය යැවීමේ දෝෂය: %s	0.44121855663106335	0.418269
631	Style:	ශෛලිය:	0.4411273769213577	1.0
1208	Image has zero width	පිළිඹිබුව සතුව ශුන්‍ය පළලක් ඇත	0.44096616850113324	0.480031
49	the six of hearts	හාර්ත හය	0.4408981336416605	0.361111
91	The complete educational desktop for Kubuntu	කුබුන්ටු සඳහා වූ සම්පූර්ණ අධ්‍යාපනික වැඩතලය	0.44058162208849055	0.921465
1315	Replace current selection	දැනට භාවිතාවන කොටස ආදේෂ කරන්න	0.4405635627191807	0.303846
701	Description Contains	විස්තර ලැයිස්තුව	0.4405498375132872	0.508403
53	the ten of hearts	හාර්ත දහය	0.4404922175688805	0.394444
1096	Failed to read from temporary file	තාවකාලික ගොනුවකිවීම අසමත්විය	0.44044866184777287	0.332512
1267	Zoom the page out	පිටුව කුඩා කරන්න	0.44034746036636985	0.888889
92	The complete educational desktop for Ubuntu	උබුන්ටු සඳහා වූ සම්පූර්ණ අධ්‍යාපනික වැඩතලය	0.4403286965861011	0.747093
1041	Check all file systems	සියලුම ගොනු පද්ධති පිරික්සන්න	0.44027663037735165	0.482609
1016	View as a F_older	බහලුමක් ලෙස දර්ශනය කරන්න (_o)	0.4400869093099889	0.305556
613	Not embedded	කාවැද්දා නැතිType 1 (One of the Standard 14 Fonts)	0.44007919574201704	0.434389
235	Free software only	නිදහස් මෘදුකාංග පමණි	0.4399085663077828	1.0
1049	Danish Krone	ඩෙන්මාර්ක ක්‍රෝන්	0.4398849069731089	0.508547
7	Privacy Policy	පුද්ගලිකත්ව ප්‍රතිපදාවන්	0.4398590692123118	0.506667
412	Failed to open private chat	පුද්ගලික සල්ලාපය විවෘත කිරීම‍ට අසමත් විය	0.43958014275915974	0.61324
1137	Icon has zero height	සංකේතය සතුව ශුන්‍ය උසක් ඇත	0.43954493884045165	0.68254
892	Create a new address book	නව ලිපින පොතක් නිර්මාණය කරන්න	0.43953642270425186	0.607692
583	Save As	මෙසේ සුරකින්න	0.4395318419402079	0.491071
912	Active Appointments	හමුවීමේ තොරතුරු	0.4393402666269198	0.575
1306	Type a new accelerator	නව ත්වරකයක් ඇතුලත් කරන්න	0.4392986890189723	0.609565
1191	Cannot allocate TGA header memory	TAG ශීර්ෂක මතකය වෙනකර තැබිය නොහැක	0.43880290542202915	0.338235
1173	Raw PNM image type is invalid	සකස් නොකළ PNM පිළිඹිබු වර්‍ගය සාවද්‍ය වේ	0.43879884112698264	0.396341
320	Default directory to select an avatar image from	මූර්ති පින්තූරයක් තේරීමට පෙරනිමි නාමාවලිය	0.4387046845069552	0.721088
794	Save the current file	දැනට භාවිතාවන ගොනුව සුරකින්න	0.43867636210843386	0.753918
42	the queen of spades	ඉස්කෝප්ප ක්වීන්	0.4385555975128482	0.39375
901	Create a new calendar	නව දිනදර්ශනයක් නිර්මාණය කරන්න	0.4381274414676453	0.713636
1056	South African Rand	දකුණු අප්‍රිකානු රැන්ඩ්	0.4380593095534349	1.0
1058	Unable to open help file	උදව් ගොනුව විවෘත කල නොහැක	0.4380569006816	0.882308
646	Failed to delete contact	සම්බන්ධතා මැකීමට අසමත් විය	0.43804375339134227	0.576296
100	Penguin Mastermind	පෙන්ගුයින් මහ මොළකාරයා	0.438014649595527	0.485126
1065	Pounds	රාත්තල්unit-format	0.43800448261744984	1.0
1046	Bulgarian Lev	බල්ගේරියානු ලෙව්	0.4377829768136677	0.710084
143	Installed packages	ස්ථාපිත පැකේජයන්	0.43765425802513597	1.0
245	Fingerprint reader tests	ඇඟිලි සළකුණ කියවීමේ පරික්ෂණ	0.4376224046699618	0.347143
620	Go to previous page	පෙර පිටුවට යන්න	0.4375201429377639	0.925
1383	Select Theme	තේමාව තෝරන්න	0.4374829645619031	0.5
1309	Remote files only	දුරස්ථ ගොනු පමණි	0.4374479663282505	0.714052
891	Create a new contact list	නව සම්බන්ධතා ලැයිස්තුවක් නිර්මාණය කරන්නNew	0.4372496129318709	0.856887
615	Disable connection to session manager	සැසි කළමනාකරුට ඇති සබඳතාව අබල කරන්න.	0.4367954987747453	0.613798
972	Disable connection to session manager	සැසි කළමනාකරුට ඇති සබඳතාව අබල කරන්න	0.4367954987747453	0.595029
81	Optimized hardware acceleration of OpenGL with older nvidia graphic cards	පැරණිතම nvidia ග්‍රාෆික කාඩ්පත් සමඟ OpenGL හී වඩා යහපත් දෘඩාංග ත්වරණය	0.4366976363685659	0.354633
1160	Fatal error in PNG image file: %s	PNG පිළිඹිබු ගොනුව තුළ තීරනාත්මක දෝෂයක් ඇත: %s	0.4366131607889103	0.470901
1251	A_vailable encodings:	භාවිතයට ඇති කේතාංකන (_v):	0.4365382887934666	0.365385
546	Message received	පණිවිඩය ලැබී ඇත	0.4364476363695572	0.485294
83	30 useful plugins for pidgin	පිඩ්ගින් සඳහා ප්‍රයෝජනවත් විය හැකි ප්ලගීන 30 ක්	0.4361340987152328	0.62931
1186	Cannot realloc IOBuffer data	IOBuffer දත්ත නැත වෙනකර තැබිය නොහැක	0.436119961281852	0.435824
212	Motor Difficulties - switch devices	චාලක අපහසුතා -උපාංගය මාරු කරන්න	0.4360548610404635	0.305556
760	Completion date	නිම කළ දිනය	0.43592760660745555	0.875
1286	Find Pre_vious	පෙර සෙවුම (_x)	0.43584782680834994	0.5
18	Main game:	ප්‍රධාන තරගය	0.4356813450398534	0.534965
478	Contact disconnected	සබඳතාව විසන්ධිවිය	0.43563087325068844	0.615079
841	Forwarded message - %s	ඉදිරියට යැවූ පණිවිඩය - %s	0.43561563903575123	0.846154
266	Computer name changed	පරිගණකයේ නම වෙනස් කෙරිණි	0.4355411995388834	0.88
798	Set the message priority to high	පණිවිඩයේ ප්‍රමුඛත්වය උපරිම ලෙස සකසන්න	0.4355259577867619	0.686603
1187	Cannot allocate temporary IOBuffer data	තානකාලීක IOBuffer දත්ත වෙනකර තැබිය නොහැක	0.43547579360917976	0.542988
48	the five of hearts	හාර්ත පහ	0.4354532494586766	0.517544
1260	_Autosave files every	ස්වයංක්‍රීය ගොනු සුරැකුම සෑම (_A)	0.43530612524188467	0.300802
967	Show a notification bubble.	දැනුම්දීමේ බුබුලක් පෙන්වන්න.	0.4350662158644933	0.315271
147	Canceled	අහෝසි කල	0.43467418452956647	0.666667
551	Account disconnected	විසන්ධි කල ගිණුම	0.4346172691020416	0.544818
279	The width of the index and search pane.	සුචියේ හා සෙවුම් කොටුවේ පළල	0.4345848680565797	0.716071
353	You canceled the file transfer	ඔබ ගොනු හුවමාරුව අවලංගු කරන ලදි	0.43456470412075604	0.555948
255	Change your backup settings	ඔබේ උපස්ථ සැකසුම් වෙනස් කරන්න	0.43453391763955906	0.675
934	C_reate Search Folder From Search...	සේවිම මඟින් සෙවුම් බහලුමක් නිර්මාණය කරන්න... (_r)	0.434512842246711	0.547838
75	Optimized hardware acceleration of OpenGL with newer ATI graphic cards	නවතම ATI ග්‍රාෆික කාඩ්පත් සමඟ OpenGL හී වඩා යහපත් දෘඩාංග ත්වරණය	0.4344278505213228	0.576254
20	Card themes:	කාඩ් තේමා:	0.4342724951317211	1.0
812	Sort Items By	අයිතම අනුපිළිවෙළට සැකසිය යුත්තේ	0.4342326743525582	0.401786
929	Move the selected folder into another folder	තෝරාගත් බහලුම වෙනත් බහලුමක් වෙතට ගෙනයන්න	0.43417636650176095	0.629268
1194	Cannot allocate memory for TGA context struct	PNM සන්ධර්භ ව්‍යුහය සඳහා මතකය ප්‍රමාණවත් නැත	0.43415808727570376	0.318599
917	Create a new memo list	නව සිහිපත් ලැයිස්තුවක් නිර්මාණය කරන්න	0.43413019531509056	0.751144
1111	BMP image has unsupported header size	BMP පිළිඹිබුවේ ශීර්ෂකයේ ප්‍රමාණය සහාය නොදක්වයි	0.4340847360226026	0.719485
231	Install a minimal virtual machine	අවම අතාත්ත්වික යන්ත්‍රයක් ස්ථාපනය කරන්න	0.43375196231686336	0.677941
10	Statistics of games played	තරග කළ තරග සංඛ්‍යාන්ක	0.43369622102196465	0.655724
203	A graphical tool to analyze disk usage.	තැටි භාවිතය විශ්ලේෂණයට ප්‍රස්ථාරික මෙවලම	0.43368458469666127	0.592988
1202	Failed to load RGB data from TIFF file	TIFF ගොනුවෙන් RGB දත්ත පූරණය අසමත් විය	0.4336798548024249	0.358974
1313	Current word	දැනට ඇති වචනය	0.433649233397155	0.486264
1077	Date of Birth	උපන් දිනය	0.4336430059162332	0.428571
352	The change in state was requested	තත්වයේ වෙනස්වීම ඉල්ලන ලදි	0.43358558817674675	0.538462
658	Changed Contact:	සම්බන්ධතා වෙනස්වීම්:	0.4335740384284689	0.526611
401	Mechanism	යාන්ත්‍රණය	0.43355742236532707	1.0
1199	Width or height of TIFF image is zero	TIFF පිළිඹිබුවේ උස හෝ පළල ශුන්‍යවේ	0.4335419802136389	0.354511
864	Message is not Junk	නොනිසරු පණිවිඩයකි	0.433476481741249	0.347222
926	Permanently remove this folder	මෙම බහලුම ස්ථිරවම ඉවත් කරන්න	0.4334594282149757	0.53059
1274	Saving %s to %s	%s, %s ලෙසට සුරකිමින්	0.4334061558389016	0.346591
272	Height of main window	ප්‍රධාන වින්ඩෝවේ උස	0.43328161807850707	0.384091
1218	XPM file has image height <= 0	XPM ගොනුවේ පිළිඹිබු උස <= 0	0.4331437331492425	0.677995
1104	Unexpected icon chunk in animation	සජීවීකරණය තුළ බලාපොරොත්තු නොවු සංකේත විශාල ප්‍රමාණයක් ඇත	0.43306999434803606	0.368922
200	Online Sources	මාර්ගගත මූලාශ්‍ර	0.4328680912589652	0.531373
687	Can not open file	පොත විවෘත කළ නොහැක	0.4328518864753335	0.565789
50	the seven of hearts	හාර්ත හත	0.43279186570124223	0.508333
1138	Unsupported icon type	සහාය නොදක්වන සංකේත වර්‍ගයක්	0.4327638907909649	0.689935
920	Completed Tasks	අවසන් කළ	0.43274913887054967	0.645833
1216	No XPM header found	XPM ශීර්ෂකය හමුවුයේ නැත	0.4326681090873241	0.525
280	Books disabled	පොත් අක්‍රිය කර ඇත	0.4326395842277356	0.710526
1079	Country of Residence	පදිංචිව සිටින රට	0.43258172532647465	0.42577
1152	Couldn't allocate memory for line data	රේඛිය දත්ත සඳහා මතකය වෙන් කළ නොහැකි විය	0.4325815859878268	0.595513
677	Journal	දෛනික සටහන්	0.432515965660072	0.75
1308	Local files only	දේශීය ගොනු පමණි	0.43240678219260575	0.332721
602	Error printing file: %s	ගොනුව මුද්‍රණය දෝෂ සහිතයි: %s	0.4322112801582026	0.370833
308	Setup Your Encrypted Private Directory	ඔබේ රහස්‍යගත පෞද්ගලික නාමාවලිය සකසන්න	0.4320599887651979	0.753374
146	Successful	සාර්ථක	0.4319903697706599	1.0
107	Leave Closed	වසා තබන්න	0.43184623060393573	0.569231
359	The selected file is not a regular file	තෝරාගත් ගොනුව සාමාන්‍ය ගොනුවක් නො‍වේ	0.4317812215702046	0.875
333	Disable popup notifications when away	බැහැරව සිටින විට උත්පතන දැනුම්දීම් අක්‍රිය කරන්න	0.43169738745612646	0.403061
1288	Search for and replace text	පෙළ සඳහා සොයා ආදේෂ කරන්න	0.43147906786275864	0.447857
110	unknown program	නොදන්නා වැඩසටහන	0.4314021786864053	1.0
517	Start a video call	විදෘශ්‍ය ඇමතුමක් අරඹන්න	0.4312758976660232	0.649123
47	the four of hearts	හාර්ත හතර	0.43111268078138215	0.484211
498	Don't connect on startup	ආරම්භයේදී සම්බන්ධ කරන්න එපා	0.4310983294602457	0.868571
688	Appointments	හමුවීමේ තොරතුරු	0.4309217192030089	0.75
1176	Insufficient memory to load PNM context struct	PNM සන්ධර්භ ව්‍යුහය පූරණයට මතකය ප්‍රමාණවත් නැත	0.4308750864127664	0.617021
821	Enter the character set to use	භාවිතා කළයුතු අක්‍ෂර කේතාංඛනය ඇතුළත් කරන්න	0.4308210251125399	0.578395
168	layered pane	ස්තර රාමුව	0.43078797038788447	0.534965
427	%s has disconnected	%s විසන්ධිවිය	0.43078283501924874	0.9
1279	Print the current page	දැනට භාවිතාවන ගොනුව මුද්‍රණය කරන්න	0.430769815390799	0.755901
919	Create a new task list	නව කාර්‍යය ලැයිස්තුවක් නිර්මාණය කරන්න	0.43076073463595815	0.751144
424	No topic defined	මාතෘකාවක් අර්ථ දක්වා නැත	0.4307599707915633	0.731765
1094	Insufficient memory to save image to callback	callback වෙත පිළිඹිබුව සුරකීමට ප්‍රමාණවත් මතකයක් නැත	0.43071644088900907	0.42781
1184	Cannot allocate memory for IOBuffer struct	IOBuffer ව්‍යුහය සඳහා මතකය වෙනකර තැබිය නොහැක	0.4306767334247565	0.443669
1171	Maximum color value in PNM file is 0	PNM ගොනුවෙහි උපරිම වර්‍ණ අගය ශුන්‍යක් වේ	0.43056226264783987	0.668425
957	By Su_bject	මාතෘකාව මඟින් (_b)	0.4305203054553279	0.506579
973	Create and modify an archive	සංරක්‍ෂණයක් නිර්මාණය කරන්න සහ වෙනස් කරන්න	0.43051258202519627	0.805419
1302	Run command	විධාන ක්‍රියාත්මක කරන්න	0.43042626433362263	0.583333
1078	Country of Citizenship	පුරවැසිකම තිබෙන රට	0.43031929697153903	0.524027
925	Copy the selected folder into another folder	තෝරගත් බහලුම වෙනත් බහලුමක් තුළට පිටපත් කරන්න	0.43020118676587	0.577778
733	Undefined	නිර්වචනය නොකළ	0.43018774130782683	0.821429
